emp_no,first_name,last_name,from_date,to_date,titles,dept_name
438876,Manton,Anguita,1985-07-05,1994-07-05,Engineer,Development
438883,Renee,Kisuki,1986-07-29,1993-07-29,Engineer,Production
438907,Manibrata,Ecklund,1988-01-28,9999-01-01,Technique Leader,Development
438909,Kish,Smailagic,1999-11-09,9999-01-01,Senior Engineer,Development
438915,Marsha,Szilard,1994-01-02,9999-01-01,Senior Staff,Finance
438930,Luerbio,Murtagh,1989-10-28,1995-10-28,Engineer,Development
438931,Shigenori,Vandervoorde,1987-12-11,1994-12-11,Engineer,Development
438934,Mads,Thisen,1995-06-25,9999-01-01,Senior Staff,Human Resources
438936,Ekawit,Busillo,1992-06-19,9999-01-01,Senior Staff,Human Resources
438940,Mayumi,Shackell,1994-05-24,9999-01-01,Senior Staff,Sales
438944,Florian,Anick,1995-11-11,9999-01-01,Senior Staff,Sales
438947,Vasilis,Stranks,1992-10-25,9999-01-01,Senior Staff,Research
438999,Juichirou,Daescu,1998-10-17,9999-01-01,Staff,Finance
439018,Gay,Scharstein,1996-07-15,9999-01-01,Senior Staff,Sales
439027,Munir,Riexinger,1998-11-02,9999-01-01,Staff,Sales
439036,Harngdar,Papsdorf,1989-12-01,1997-12-01,Engineer,Development
439059,Kwangho,Lovengreen,1994-09-15,9999-01-01,Senior Staff,Research
439062,Dhritiman,Streng,1999-04-12,9999-01-01,Staff,Finance
439071,Kokou,Woycyznski,1995-12-07,9999-01-01,Senior Staff,Customer Service
439072,Snehasis,Kavanagh,2002-03-18,9999-01-01,Senior Staff,Sales
439097,Jouko,Birsak,1994-07-14,9999-01-01,Senior Staff,Marketing
439106,Guiseppe,Nivat,1997-08-18,9999-01-01,Staff,Sales
439108,Huiqun,Kawashima,1997-01-06,9999-01-01,Technique Leader,Development
439115,Pohua,Backhouse,1986-10-18,1991-10-18,Assistant Engineer,Development
439125,Nahid,Luff,2001-12-07,9999-01-01,Senior Staff,Customer Service
439147,Ebbe,Chiola,1987-02-05,1992-02-05,Engineer,Development
439156,Kenroku,Bala,1986-12-27,1994-12-27,Engineer,Quality Management
439168,Fatemeh,Penn,1993-11-04,9999-01-01,Senior Staff,Sales
439175,Tomoyuki,Sifakis,1992-09-07,9999-01-01,Senior Staff,Customer Service
439179,Yurii,Lanteri,1986-03-29,9999-01-01,Senior Staff,Sales
439185,Rosalyn,Yurek,1999-07-24,9999-01-01,Senior Staff,Sales
439195,Goncalo,Selenyi,1985-09-04,1993-09-04,Engineer,Production
439197,Gritta,Henders,1997-09-26,9999-01-01,Staff,Research
439204,Bluma,Ruther,1994-07-10,1999-07-10,Assistant Engineer,Production
439207,Martins,Stranks,1994-06-17,9999-01-01,Senior Staff,Customer Service
439216,Aimee,Mateescu,1985-11-10,1990-11-10,Engineer,Development
439246,Alper,Colorni,1991-04-15,1996-04-14,Engineer,Production
439252,Fabrizio,Karnin,1985-07-08,1991-07-08,Engineer,Production
439257,Khedija,Pluym,1995-10-05,9999-01-01,Senior Staff,Sales
439259,Surveyors,Cummings,1992-06-14,1997-06-14,Engineer,Production
439272,Aris,Nitta,1995-02-18,9999-01-01,Engineer,Production
439276,Mayuko,Chappelet,1988-07-06,1995-07-07,Engineer,Development
439283,Ziya,Zolotykh,1999-09-06,9999-01-01,Staff,Human Resources
439289,Kazuyasu,Morris,1988-11-05,1994-11-05,Assistant Engineer,Quality Management
439292,Aruna,Hempstead,1996-12-22,9999-01-01,Senior Staff,Research
439296,Navin,Shimshoni,1989-08-08,9999-01-01,Senior Engineer,Production
439309,Gila,Ligten,1998-09-12,9999-01-01,Engineer,Production
439310,Xiaoqiu,Marsiglia,1991-01-18,1996-01-18,Assistant Engineer,Quality Management
439322,Jaihie,Waeselynck,1995-04-28,9999-01-01,Senior Staff,Sales
439328,Arie,Matzel,1990-09-05,1998-09-05,Assistant Engineer,Quality Management
439337,Alair,DiGiano,1998-10-28,9999-01-01,Senior Staff,Customer Service
439349,Yucai,Vingron,1997-09-30,9999-01-01,Staff,Customer Service
439350,Kerhong,Koblitz,1985-03-27,1993-03-27,Engineer,Development
439357,Srinidhi,Mukaidono,1991-06-30,9999-01-01,Technique Leader,Development
439359,Avishai,Sundgren,1994-12-19,9999-01-01,Senior Staff,Customer Service
439364,Gill,Luiz,1987-01-28,1996-01-28,Assistant Engineer,Development
439371,Satoru,Pehl,1990-05-25,9999-01-01,Senior Engineer,Development
439395,Chuanyi,Genther,1997-02-07,9999-01-01,Staff,Human Resources
439404,Piyawadee,Picci,1986-02-07,1993-02-07,Assistant Engineer,Production
439412,Baruch,Peyn,1992-10-13,9999-01-01,Senior Staff,Marketing
439416,Naftaly,Matzen,1989-07-02,9999-01-01,Senior Engineer,Research
439420,Xuedong,Dalton,1997-09-23,9999-01-01,Senior Staff,Marketing
439440,Uma,Wossner,1993-06-22,9999-01-01,Senior Engineer,Development
439455,Xumin,Cronau,1994-06-02,2000-06-01,Engineer,Quality Management
439468,Hailing,Pauthner,1998-12-25,9999-01-01,Engineer,Production
439486,Armond,Heijenga,1993-12-24,2001-12-24,Engineer,Production
439495,Maris,Pettis,1988-10-18,1996-10-18,Engineer,Development
439501,Oscar,Falco,1988-01-12,9999-01-01,Senior Staff,Sales
439506,Tetsurou,Wursthorn,1997-06-26,9999-01-01,Staff,Customer Service
439511,Suzette,Cummings,1986-08-04,1993-08-04,Engineer,Production
439518,Kenroku,Homond,1996-04-15,2002-04-15,Engineer,Development
439520,Along,Kambil,1993-01-10,9999-01-01,Senior Engineer,Customer Service
439533,Kerryn,Bage,1999-12-11,9999-01-01,Senior Staff,Sales
439541,Dines,Garnick,1987-02-14,1992-02-14,Engineer,Development
439544,Heping,Thiran,1994-03-31,9999-01-01,Senior Staff,Human Resources
439560,Peternela,Legleitner,1993-06-05,9999-01-01,Senior Staff,Customer Service
439567,Weiyi,Ernst,1988-11-28,9999-01-01,Senior Engineer,Quality Management
439572,Christoph,Bakhtari,1991-04-25,9999-01-01,Senior Staff,Human Resources
439579,Stein,Hatcliff,1995-07-06,9999-01-01,Senior Staff,Human Resources
439595,Anestis,Itzfeldt,1987-09-09,1992-09-08,Engineer,Development
439604,Bernd,Nations,1986-08-30,9999-01-01,Senior Staff,Sales
439630,Ymte,Busillo,1995-11-03,9999-01-01,Senior Staff,Sales
439668,Goncalo,Chinin,1991-10-05,9999-01-01,Senior Engineer,Production
439675,Yuuichi,Atchley,1997-08-07,9999-01-01,Staff,Customer Service
439686,Maia,Zeleznik,1988-04-26,1997-04-26,Engineer,Development
439687,Alejandra,Schlumberger,1988-10-30,9999-01-01,Technique Leader,Development
439694,Eric,Aingworth,1996-12-07,9999-01-01,Senior Staff,Human Resources
439704,Youssef,Jording,1985-05-16,1992-05-16,Assistant Engineer,Production
439716,Zsolt,Chleq,1988-10-27,1997-10-26,Engineer,Development
439719,Uri,Schreiter,1995-06-26,9999-01-01,Engineer,Development
439721,Douadi,Rassart,1996-06-15,9999-01-01,Senior Engineer,Development
439743,Janalee,Ernst,1986-03-26,9999-01-01,Senior Engineer,Production
439750,Gilbert,Masaki,1988-04-30,1997-04-30,Assistant Engineer,Production
439757,Gunilla,Czap,1986-02-23,1991-02-23,Engineer,Production
439765,Ger,Templeman,1993-06-06,9999-01-01,Senior Staff,Human Resources
439789,Almudena,Liedekerke,1988-10-17,9999-01-01,Senior Engineer,Development
439792,Chenyi,Molenaar,1995-11-13,9999-01-01,Staff,Customer Service
439794,Eric,Koblick,1988-10-14,9999-01-01,Senior Engineer,Production
439795,Sashi,Sullins,1987-08-27,1993-08-26,Engineer,Production
439823,Remko,Erdi,1998-09-11,9999-01-01,Engineer,Development
439830,Shem,Ramamoorthy,1987-02-12,1994-02-12,Engineer,Development
439832,Ebbe,Pleszkun,1988-03-10,9999-01-01,Senior Staff,Research
439835,Yucai,Papadias,1987-02-09,1992-02-09,Engineer,Research
439837,Saniya,Matzel,1998-06-16,9999-01-01,Staff,Research
439864,Izaskun,Spelt,1986-06-13,1991-06-13,Engineer,Development
439877,Wojceich,Emiris,1988-11-18,9999-01-01,Senior Staff,Human Resources
439885,Hongzhu,Schaaf,1988-03-13,1995-03-14,Engineer,Quality Management
439887,Fuqing,Dusink,1995-09-27,9999-01-01,Senior Staff,Sales
439889,Constantijn,Benaini,1987-02-23,1992-02-23,Engineer,Development
439896,Yahiko,Baaleh,1999-09-14,9999-01-01,Senior Staff,Sales
439927,Fumiyo,Manders,1989-12-10,1996-12-10,Engineer,Production
439948,Toshimitsu,Hatcliff,1996-02-13,9999-01-01,Staff,Sales
439969,Ohad,Gini,1993-05-28,9999-01-01,Senior Staff,Sales
439998,Huei,Tzvieli,1988-01-12,1994-01-11,Assistant Engineer,Production
440010,King,Lamma,1996-04-12,2002-04-12,Engineer,Development
440026,Zorica,Kavanagh,1994-05-22,9999-01-01,Senior Staff,Research
440056,Moni,Stanfel,1988-11-27,1993-11-27,Engineer,Production
440072,Mingzeng,Schnelling,1988-02-07,1997-02-06,Engineer,Development
440074,Gritta,Ghemri,1997-12-29,9999-01-01,Senior Staff,Research
440076,Hailing,Schiettecatte,1997-02-11,2002-02-11,Assistant Engineer,Production
440083,Heeju,Szemeredi,1985-03-28,9999-01-01,Senior Staff,Human Resources
440086,Hideyuki,Dulli,1998-07-27,9999-01-01,Staff,Marketing
440088,Serge,Denny,1999-04-03,9999-01-01,Staff,Sales
440094,Bernice,Rabehasaina,1996-11-23,9999-01-01,Senior Staff,Research
440097,Alselm,Junot,1985-06-11,9999-01-01,Senior Engineer,Development
440115,Atilio,Lalonde,1987-10-25,1992-10-24,Engineer,Production
440116,Shim,Seghrouchni,1988-01-22,1994-01-21,Assistant Engineer,Quality Management
440128,Nirmal,Constantine,1992-10-15,9999-01-01,Senior Staff,Customer Service
440136,Bowen,Jenevein,1997-09-01,9999-01-01,Senior Staff,Sales
440150,Luigi,Lorcy,1997-12-23,9999-01-01,Engineer,Development
440152,Kirk,Ertl,1995-05-19,9999-01-01,Senior Staff,Finance
440169,Munenori,Holburn,1995-08-04,9999-01-01,Senior Staff,Sales
440175,Babette,Demos,1988-06-27,1993-06-27,Engineer,Development
440180,Ashish,Jording,1986-03-05,1995-03-05,Engineer,Production
440189,Kiyomitsu,Falster,1986-10-29,9999-01-01,Senior Engineer,Development
440200,Annemarie,Marrevee,1997-11-06,9999-01-01,Senior Staff,Human Resources
440205,Hideo,Hutter,1995-03-15,9999-01-01,Senior Engineer,Production
440215,Keiichiro,Dredge,1988-08-07,1994-08-07,Engineer,Production
440218,Shigeo,Simmen,1994-06-02,9999-01-01,Senior Staff,Sales
440234,Venkatesan,Morrey,1988-11-19,9999-01-01,Technique Leader,Production
440236,Franziska,Caine,1992-09-04,9999-01-01,Senior Engineer,Development
440247,Geoff,Ambroszkiewicz,1996-12-30,9999-01-01,Senior Engineer,Development
440250,Valeri,Granlund,1987-09-18,1993-09-17,Assistant Engineer,Production
440255,Margareta,Schlenzig,1993-02-14,9999-01-01,Senior Staff,Sales
440259,Changho,Farris,1999-02-05,9999-01-01,Staff,Customer Service
440264,Izaskun,Biran,1995-05-19,9999-01-01,Senior Staff,Sales
440275,Randi,Bernick,1995-08-26,9999-01-01,Senior Staff,Customer Service
440279,Gretta,Merlo,1996-09-18,9999-01-01,Staff,Finance
440291,Masasuke,Fujisaki,1993-10-08,1999-10-08,Engineer,Development
440301,Sven,Lanzelotte,1986-10-05,1994-10-05,Engineer,Development
440305,Rosalie,Swab,1996-11-17,9999-01-01,Senior Staff,Finance
440307,Hailing,Tetzlaff,1996-07-08,2001-07-08,Engineer,Development
440314,Shin,Merlo,1986-03-11,1994-03-11,Engineer,Development
440319,Qunsheng,Brookman,1996-04-17,9999-01-01,Technique Leader,Production
440323,Ravishankar,Radwan,1992-11-30,9999-01-01,Senior Staff,Sales
440338,Neelam,Radwan,1991-07-28,9999-01-01,Senior Staff,Customer Service
440352,Tianruo,Ghalwash,1998-05-26,9999-01-01,Senior Staff,Sales
440361,Shahaf,Skrikant,1995-04-28,9999-01-01,Senior Staff,Research
440364,Xinan,Preusig,1995-08-21,9999-01-01,Engineer,Production
440365,Zhaofang,Gien,1985-11-24,1994-11-24,Engineer,Production
440366,Babette,Armand,1998-01-11,9999-01-01,Senior Staff,Sales
440373,Xiaopeng,Constantine,1985-09-28,1993-09-28,Engineer,Production
440376,Chikako,Vanwelkenhuysen,1996-01-19,9999-01-01,Engineer,Production
440380,Ashish,Magliocco,1987-10-06,1996-10-05,Assistant Engineer,Research
440383,Bezalel,Denny,1985-11-16,1990-11-16,Engineer,Development
440389,Khalil,Grandbois,1992-05-13,9999-01-01,Technique Leader,Customer Service
440400,Vasiliy,Karlin,2002-04-11,9999-01-01,Senior Staff,Sales
440402,Seongbin,Zeleznik,1986-08-18,1992-08-17,Engineer,Development
440407,Jixiang,Arlazarov,1996-06-29,9999-01-01,Staff,Human Resources
440414,Kolar,Meriste,1990-02-27,1998-02-27,Engineer,Production
440423,Fumino,Marquardt,1986-07-02,1994-07-02,Engineer,Development
440437,Tonia,Milicia,1988-09-28,1997-09-28,Engineer,Quality Management
440453,Elvis,Grandbois,1998-06-08,9999-01-01,Engineer,Production
440456,Valter,Tchuente,1985-09-24,1994-09-24,Engineer,Quality Management
440461,Bader,Stenning,1993-11-25,9999-01-01,Senior Staff,Customer Service
440507,Ramalingam,Yamaashi,1985-03-09,9999-01-01,Senior Engineer,Quality Management
440520,Berna,Sidje,1999-09-28,9999-01-01,Engineer,Production
440523,Sanjai,Kuszyk,1991-07-25,9999-01-01,Senior Staff,Customer Service
440528,Mohd,Mondadori,1989-11-28,9999-01-01,Senior Engineer,Production
440539,Nahum,Pettis,1985-11-16,1990-11-16,Engineer,Production
440541,Subbu,Goodrum,1992-08-06,1997-08-06,Engineer,Development
440548,Szabolcs,Eastman,1986-01-02,1992-01-02,Engineer,Development
440549,Dietrich,Eldridge,1986-04-17,1995-04-17,Engineer,Development
440551,Unal,Frolund,1996-01-25,9999-01-01,Engineer,Production
440560,Junichi,Mayerwieser,1991-02-24,9999-01-01,Senior Staff,Sales
440582,Elliott,Kawashima,1991-01-26,9999-01-01,Senior Staff,Customer Service
440587,Lijia,Flasterstein,1986-06-30,1994-06-30,Engineer,Development
440590,Nadjib,Baez,1997-11-18,9999-01-01,Senior Engineer,Customer Service
440598,Dmitry,Kawashima,1998-02-21,9999-01-01,Technique Leader,Development
440608,Kiyokazu,Kragelund,1993-03-14,9999-01-01,Senior Staff,Sales
440614,Naftali,McConalogue,1986-05-09,9999-01-01,Senior Engineer,Production
440640,Xiaoqiang,Vieri,1995-01-20,9999-01-01,Senior Staff,Sales
440649,Leaf,Legleitner,1986-08-23,9999-01-01,Senior Engineer,Production
440652,Nahum,Garnier,1988-12-05,1996-12-05,Engineer,Development
440667,Martina,Rissanen,1988-12-16,9999-01-01,Senior Engineer,Production
440668,Tokuyasu,Plotkin,1997-06-22,9999-01-01,Senior Engineer,Quality Management
440681,Phillip,Schusler,1993-12-11,9999-01-01,Senior Staff,Customer Service
440689,Subhash,Maierhofer,1991-09-21,2000-09-20,Engineer,Quality Management
440699,Lucian,Rettelbach,1986-02-01,9999-01-01,Senior Staff,Customer Service
440704,Shigehiro,Bernatsky,1994-04-23,9999-01-01,Senior Staff,Customer Service
440707,Xiaocheng,Dalphin,1998-06-25,9999-01-01,Staff,Human Resources
440714,Duro,Rosay,1987-10-16,9999-01-01,Senior Engineer,Development
440746,Anneli,Ramsay,1986-03-22,9999-01-01,Technique Leader,Production
440763,Siddarth,Heystek,1987-07-15,9999-01-01,Senior Staff,Sales
440767,Adly,Narahari,1998-01-10,9999-01-01,Engineer,Quality Management
440783,Heon,Hiraishi,1999-08-10,9999-01-01,Senior Staff,Customer Service
440788,Zita,Mawatari,1993-06-21,2002-06-21,Engineer,Development
440789,Izaskun,Roohalamini,1991-02-02,9999-01-01,Senior Staff,Research
440794,Emdad,Dalphin,1993-08-11,9999-01-01,Senior Engineer,Development
440795,Malu,Hemaspaandra,1997-08-13,9999-01-01,Engineer,Development
440804,Fumiko,Harllee,1987-01-05,9999-01-01,Senior Staff,Sales
440812,Yechiam,Baer,1988-11-30,1994-11-30,Assistant Engineer,Quality Management
440814,Uzi,Taneja,1987-10-20,9999-01-01,Senior Staff,Marketing
440821,Guoxiang,Veevers,1987-04-10,1995-04-10,Engineer,Production
440833,Etsuo,Siochi,1992-03-05,2001-03-05,Engineer,Development
440850,Utz,Langford,1991-04-05,1999-04-05,Engineer,Quality Management
440872,Vishwani,Nourani,1985-03-05,1994-03-05,Engineer,Development
440873,Baruch,Marletta,1998-03-25,9999-01-01,Staff,Finance
440882,Sverrir,Kushnir,1996-09-28,2001-09-28,Engineer,Production
440901,Qiwen,Pintelas,1993-09-17,2001-09-17,Engineer,Production
440902,Satyanarayana,Ermel,1996-10-13,9999-01-01,Engineer,Production
440904,Eran,Vickson,1990-04-13,9999-01-01,Senior Staff,Sales
440931,Yinghua,Dratva,1991-01-07,9999-01-01,Senior Staff,Sales
440956,Herbert,Wossner,1994-04-25,9999-01-01,Staff,Customer Service
440960,Moty,Zirintsis,1988-11-19,1996-11-19,Engineer,Development
440979,Dante,Rosay,1986-03-20,1991-03-20,Engineer,Development
440989,Maia,Cincotta,1993-07-24,2000-07-24,Engineer,Development
440996,Xuejia,Rouquie,1990-03-24,1995-03-24,Engineer,Production
441008,Dines,Weiland,1997-08-14,9999-01-01,Engineer,Production
441028,Bernd,Krychniak,1992-05-28,1999-05-29,Engineer,Development
441029,Mooi,Schnabel,1986-03-25,9999-01-01,Senior Staff,Customer Service
441052,Martien,Menhardt,1986-06-20,9999-01-01,Senior Staff,Research
441059,Perla,Borstler,1986-04-21,9999-01-01,Technique Leader,Development
441061,Ramalingam,Klyachko,1996-07-03,9999-01-01,Senior Staff,Sales
441086,Jaideep,Anger,1987-12-07,9999-01-01,Senior Engineer,Production
441091,Muneo,Ghelli,1986-06-01,1992-05-31,Engineer,Production
441092,Raimond,Peres,1986-09-24,1994-09-24,Engineer,Development
441100,Peternela,Litvinov,1989-04-04,1994-04-04,Engineer,Quality Management
441103,Hongzhu,Norsworthy,1992-01-25,2001-01-24,Engineer,Development
441104,Adit,Krzyzanowski,1987-07-29,9999-01-01,Senior Engineer,Production
441105,Amabile,Picci,1995-01-10,9999-01-01,Senior Staff,Sales
441106,Hilari,Rohrbach,1988-02-27,9999-01-01,Senior Engineer,Production
441117,Xiahua,Mondadori,1987-02-21,9999-01-01,Senior Engineer,Development
441118,Shridhar,Juneja,1992-07-03,1999-07-04,Engineer,Production
441131,Mandell,Covnot,1986-01-10,1993-01-10,Assistant Engineer,Production
441132,Claude,Jansen,1995-09-05,9999-01-01,Technique Leader,Development
441134,Insup,Bennet,1992-09-25,9999-01-01,Senior Staff,Finance
441137,Sanjit,Rajala,1988-10-15,1997-10-15,Engineer,Customer Service
441144,Muneo,Bolsens,1985-12-27,9999-01-01,Senior Engineer,Development
441154,Lansing,Syang,1987-01-15,9999-01-01,Senior Engineer,Production
441157,Barna,Tiemann,1992-06-09,9999-01-01,Senior Staff,Customer Service
441163,Shunichi,Turnbull,1993-08-08,9999-01-01,Senior Staff,Human Resources
441179,Tommaso,Sgarro,1996-01-17,9999-01-01,Senior Staff,Sales
441182,Mayumi,Benantar,1991-11-08,1997-11-07,Engineer,Development
441188,Kwee,Zaumen,1988-04-19,9999-01-01,Senior Engineer,Development
441190,Yuuichi,Dulay,1987-10-03,1994-10-03,Engineer,Development
441208,Nitsan,Murrill,1989-03-20,1998-03-20,Engineer,Development
441228,Kazuhiko,Winter,1985-07-20,9999-01-01,Senior Staff,Sales
441229,Nobuyoshi,Rosis,1996-09-24,9999-01-01,Senior Staff,Marketing
441240,Shounak,Nicolson,1988-09-23,1995-09-24,Assistant Engineer,Development
441263,Vivian,Coullard,1998-06-25,9999-01-01,Staff,Research
441264,Chenye,Chinal,1988-05-17,1995-05-18,Engineer,Quality Management
441267,Zita,Hebden,1991-02-23,9999-01-01,Senior Staff,Human Resources
441269,Arne,Hempstead,1993-09-13,9999-01-01,Senior Staff,Customer Service
441271,Mads,Esposito,1992-12-28,1997-12-28,Engineer,Production
441278,Chandrasekaran,Wallrath,1987-07-25,9999-01-01,Technique Leader,Production
441308,Sastry,Sankaranarayanan,1997-03-31,9999-01-01,Senior Staff,Human Resources
441309,Arco,Trystram,1986-12-15,1992-12-14,Engineer,Production
441332,Sverrir,Bruckman,1986-02-07,1992-02-07,Engineer,Production
441333,Horward,Randi,1985-06-09,1991-06-09,Engineer,Development
441343,Yuping,Jiang,1987-12-30,9999-01-01,Senior Engineer,Production
441349,Oscar,Merlo,1988-04-29,9999-01-01,Senior Staff,Sales
441352,Christoper,Menyhert,1993-09-22,9999-01-01,Senior Staff,Sales
441364,Weidon,Kilgore,1998-01-11,9999-01-01,Senior Staff,Research
441371,Vidya,Leppanen,1994-05-14,9999-01-01,Senior Staff,Sales
441388,Sham,Kroft,1992-11-10,9999-01-01,Senior Staff,Human Resources
441398,Chiradeep,Eiter,1999-09-09,9999-01-01,Senior Staff,Human Resources
441407,Atreyi,Roohalamini,1998-10-14,9999-01-01,Engineer,Development
441425,Niteen,Famili,1985-09-19,1991-09-19,Engineer,Development
441429,Ewing,Akaboshi,1996-02-14,9999-01-01,Senior Staff,Marketing
441449,Kiyokazu,Lally,1992-12-21,2001-12-21,Engineer,Production
441451,Fabrizio,Marletta,1986-03-27,1991-03-27,Engineer,Development
441459,Rosine,Schauser,1985-11-23,9999-01-01,Senior Engineer,Research
441461,Mang,Nations,1986-09-12,9999-01-01,Senior Engineer,Production
441477,Kerryn,Sevcikova,1992-01-09,9999-01-01,Senior Staff,Sales
441478,Mats,Camarinopoulos,1999-05-30,9999-01-01,Technique Leader,Development
441487,Przemyslawa,Dulli,1987-12-04,1992-12-03,Engineer,Development
441493,Ger,Menhardt,1998-01-30,9999-01-01,Engineer,Quality Management
441495,Marie,Feldmann,1999-09-23,9999-01-01,Engineer,Development
441506,Kwun,Underwood,1985-02-08,1994-02-08,Assistant Engineer,Production
441515,Fox,Hasenauer,1987-10-15,1992-10-14,Engineer,Quality Management
441516,Sanjai,Nitsch,1995-03-06,9999-01-01,Senior Engineer,Research
441520,Shounak,Suermann,1995-06-13,9999-01-01,Senior Staff,Research
441529,Kazuhiko,Tasistro,1997-08-05,9999-01-01,Engineer,Production
441531,Heekeun,Chandrasekhar,1989-05-16,1998-05-16,Engineer,Production
